"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.554325044324733,0.0970497833709037,0.4,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"2","X=~x2",0.694349331701746,0.107937729234243,0.8,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"3","X=~x3",0.77305905547821,0.120898553151352,0.8,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"4","Z=~z1",0.650111261301381,0.0777554693997633,0.6,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"5","Z=~z2",0.558813535715118,0.0914976294163203,0.6,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"6","Z=~z3",0.85499671467361,0.0856816557547875,0.8,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"7","Y=~y1",0.436149471282285,0.0844116683724776,0.4,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"8","Y=~y2",0.734832212537621,0.065914315478581,0.7,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"9","Y=~y3",0.849486758283055,0.0638029762415449,0.9,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"10","Y~X",0.473158671255389,0.0876822772874033,0.4,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"11","Y~Z",0.596911231649594,0.0821017789471924,0.5,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"12","Y~X:Z",0.193071874872056,0.134130560274006,0.3,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"13","X~~Z",0.0677883343446225,0.0977749113830581,0.2,"MC-OrdPLSc",4081,5347113,300,"Symmetric","2",1,TRUE,10.9639999999999
"14","X=~x1",0.492335970452777,0.107807451621372,0.4,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"15","X=~x2",0.535911382913269,0.109351963890957,0.8,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"16","X=~x3",0.611664402683542,0.106025218522251,0.8,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"17","Z=~z1",0.523151521658271,0.0942951025299481,0.6,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"18","Z=~z2",0.471175384840679,0.0897378106030353,0.6,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"19","Z=~z3",0.687836838334601,0.0910213280374025,0.8,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"20","Y=~y1",0.321514053015591,0.0851521552177757,0.4,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"21","Y=~y2",0.603533245186029,0.0672073071216893,0.7,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"22","Y=~y3",0.719570689581267,0.065354017105612,0.9,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"23","Y~X",0.464210828113239,0.0967890214656717,0.4,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"24","Y~Z",0.578039986181287,0.0906245642980561,0.5,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"25","Y~X:Z",0.141339031858061,0.118692052174398,0.3,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"26","X~~Z",0.0670632543745504,0.0975335004652214,0.2,"PLSc",4081,5347113,300,"Symmetric","2",1,TRUE,3.23799999999937
"27","X=~x1",0.634518462790271,0.0905643489730992,0.4,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"28","X=~x2",0.747573451823916,0.066846004623414,0.8,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"29","X=~x3",0.795622342225366,0.0571447151026858,0.8,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"30","Z=~z1",0.715618646853747,0.0635396576722544,0.6,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"31","Z=~z2",0.639032621805697,0.0739489458059421,0.6,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"32","Z=~z3",0.833449751878751,0.0393775748526683,0.8,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"33","Y=~y1",0.518022606972749,0.0844800270463093,0.4,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"34","Y=~y2",0.782408047225017,0.0415033502542678,0.7,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"35","Y=~y3",0.839675568954934,0.0304929312420461,0.9,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"36","Y~X",0.285476963049017,0.0490006614295595,0.4,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"37","Y~Z",0.365297668668422,0.0447484224235663,0.5,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"38","Y~X:Z",0.0706290332660808,0.0475541664023274,0.3,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"39","X~~Z",0.0391940871671017,0.0581517635593823,0.2,"PLS",4081,5347113,300,"Symmetric","2",1,TRUE,1.79999999999927
"40","X=~x1",0.439,0.083,0.4,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"41","X=~x2",0.723,0.085,0.8,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"42","X=~x3",0.778,0.087,0.8,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"43","Z=~z1",0.634,0.078,0.6,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"44","Z=~z2",0.503,0.08,0.6,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"45","Z=~z3",0.835,0.08,0.8,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"46","Y=~y1",0.417,0.079,0.4,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"47","Y=~y2",0.701,0.073,0.7,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"48","Y=~y3",0.822,0.07,0.9,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"49","Y~X",0.466,0.089,0.4,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"50","Y~Z",0.603,0.086,0.5,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"51","Y~X:Z",0.176,0.127,0.3,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"52","X~~Z",0.066,0.102,0.2,"Mplus",4081,5347113,300,"Symmetric","2",1,TRUE,103.099
"53","X=~x1",0.474367631128959,0.0719498349072546,0.4,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"54","X=~x2",0.805525690150915,0.0478647133313347,0.8,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"55","X=~x3",0.78581315232214,0.04848400975026,0.8,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"56","Z=~z1",0.412172616728868,0.0652879809225664,0.6,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"57","Z=~z2",0.593933622580914,0.060706351693422,0.6,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"58","Z=~z3",0.889490849921475,0.0625364905373667,0.8,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
"59","Y=~y1",0.39756003083983,0.0522048999670248,0.4,"MC-OrdPLSc",4082,9861428,1000,"Symmetric","2",1,TRUE,13.0829999999987
