"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.417457801754561,0.0974314225489178,0.4,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"2","X=~x2",0.706494328882057,0.0908159846144392,0.8,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"3","X=~x3",0.780756717479051,0.084055564865376,0.8,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"4","Z=~z1",0.698702522471176,0.0779266010574746,0.6,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"5","Z=~z2",0.638622979265888,0.0806332516577404,0.6,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"6","Z=~z3",0.843796621280953,0.0676803547652421,0.8,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"7","Y=~y1",0.326492409327575,0.0814533986072971,0.4,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"8","Y=~y2",0.73363078843302,0.0670150712475067,0.7,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"9","Y=~y3",0.850906518422917,0.0725578705216604,0.9,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"10","Y~X",0.500519959250988,0.0920151084491194,0.4,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"11","Y~Z",0.489805442019285,0.0896275071372551,0.5,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"12","Y~X:Z",0.152684939446263,0.165984371995521,0.3,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"13","X~~Z",0.294974027329861,0.0885415009914796,0.2,"MC-OrdPLSc",3161,3972228,300,"Symmetric","2",1,TRUE,8.258
"14","X=~x1",0.370444270286616,0.0955393933251992,0.4,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"15","X=~x2",0.551515068917941,0.0859645058088169,0.8,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"16","X=~x3",0.624730702260372,0.0859377458333101,0.8,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"17","Z=~z1",0.599615726878611,0.0826515578137521,0.6,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"18","Z=~z2",0.520698883951642,0.0897519017784791,0.6,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"19","Z=~z3",0.666282027949413,0.077771145601605,0.8,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"20","Y=~y1",0.335702692551588,0.073430384080985,0.4,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"21","Y=~y2",0.552662738560499,0.0693514219653589,0.7,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"22","Y=~y3",0.668451802215679,0.0675681563130408,0.9,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
"23","Y~X",0.502921120612004,0.138758706992799,0.4,"PLSc",3161,3972228,300,"Symmetric","2",1,TRUE,2.322
