"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.425515148634877,0.349578611709862,0.4,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"2","X=~x2",0.821281121819316,0.153053477132908,0.8,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"3","X=~x3",0.762264351860028,0.234546621303906,0.8,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"4","Z=~z1",0.658728594209454,0.14934361598628,0.6,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"5","Z=~z2",0.498319169238787,0.11707758406283,0.6,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"6","Z=~z3",0.810544354777522,0.109630362253807,0.8,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"7","Y=~y1",0.327365591092357,0.20825597288228,0.4,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"8","Y=~y2",0.728441853440953,0.267396046266853,0.7,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"9","Y=~y3",0.943345763739596,0.139582452351658,0.9,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"10","Y~X",0.383635076005441,0.0895732145727942,0.4,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"11","Y~Z",0.447339463563453,0.147448741857706,0.5,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"12","Y~X:Z",0.555982716345518,0.158081858613438,0.3,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"13","X~~Z",0.256862196813402,0.180948013869705,0.2,"MC-OrdPLSc-Median",8521,2099634,300,"Symmetric","2",1,TRUE,116.785999999993
"14","X=~x1",0.43686971509845,0.0489399703350932,0.4,"MC-OrdPLSc-Median",8522,2328543,1000,"Symmetric","2",1,TRUE,44.375
"15","X=~x2",0.797869986379985,0.0531270070149124,0.8,"MC-OrdPLSc-Median",8522,2328543,1000,"Symmetric","2",1,TRUE,44.375
"16","X=~x3",0.753404133830012,0.082170535940045,0.8,"MC-OrdPLSc-Median",8522,2328543,1000,"Symmetric","2",1,TRUE,44.375
"17","Z=~z1",0.667720028516598,0.0300645753252422,0.6,"MC-OrdPLSc-Median",8522,2328543,1000,"Symmetric","2",1,TRUE,44.375
