"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.247261838781357,0.106037228922568,0.4,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"2","X=~x2",0.693745056209354,0.0845538962883081,0.8,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"3","X=~x3",0.964959595381783,0.0849471658974821,0.8,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"4","Z=~z1",0.595688835140453,0.0917018467749638,0.6,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"5","Z=~z2",0.532056664911983,0.104235274564442,0.6,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"6","Z=~z3",0.700712467981208,0.119842962479899,0.8,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"7","Y=~y1",0.627016269155575,0.0779828412041938,0.4,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"8","Y=~y2",0.609584549400126,0.0897944833338662,0.7,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"9","Y=~y3",0.93896014417724,0.0589615401679033,0.9,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"10","Y~X",0.545244830758072,0.0753189126724546,0.4,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"11","Y~Z",0.449420245543302,0.085573281492966,0.5,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"12","Y~X:Z",0.204509175608163,0.155584452285706,0.3,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"13","X~~Z",0.23030415652555,0.11319530765922,0.2,"MC-OrdPLSc",1841,7434925,300,"Symmetric","2",1,TRUE,11.5700000000033
"14","X=~x1",0.141841912537761,0.1114842654238,0.4,"PLSc",1841,7434925,300,"Symmetric","2",1,TRUE,3.23400000000038
"15","X=~x2",0.570141827759405,0.0759519164220206,0.8,"PLSc",1841,7434925,300,"Symmetric","2",1,TRUE,3.23400000000038
"16","X=~x3",0.83524310317668,0.0864437561877314,0.8,"PLSc",1841,7434925,300,"Symmetric","2",1,TRUE,3.23400000000038
