"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.258267826877359,0.109420994235916,0.4,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"2","X=~x2",0.690374187978152,0.105597451360804,0.8,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"3","X=~x3",0.99894579687405,0.130257051869108,0.8,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"4","Z=~z1",0.599623559620447,0.0928819070331824,0.6,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"5","Z=~z2",0.814346201146554,0.0779004234145454,0.6,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"6","Z=~z3",0.669419457249594,0.0803353507357738,0.8,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"7","Y=~y1",0.330597433067182,0.0890995777021205,0.4,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"8","Y=~y2",0.679648693553465,0.0869418693773524,0.7,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"9","Y=~y3",0.837963803273612,0.068383955607835,0.9,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"10","Y~X",0.472996200105844,0.0946998288684786,0.4,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"11","Y~Z",0.511444524368287,0.0995425593500103,0.5,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"12","Y~X:Z",0.206151584047609,0.193968841383001,0.3,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"13","X~~Z",0.231378269292608,0.0944512821060442,0.2,"MC-OrdPLSc",4441,9274889,300,"Symmetric","2",1,TRUE,11.615
"14","X=~x1",0.133598488564446,0.124416582513152,0.4,"PLSc",4441,9274889,300,"Symmetric","2",1,TRUE,3.468
"15","X=~x2",0.588924501017397,0.0829877754082984,0.8,"PLSc",4441,9274889,300,"Symmetric","2",1,TRUE,3.468
"16","X=~x3",0.864482069919817,0.0944550462065356,0.8,"PLSc",4441,9274889,300,"Symmetric","2",1,TRUE,3.468
"17","Z=~z1",0.473728629209973,0.0908987518798508,0.6,"PLSc",4441,9274889,300,"Symmetric","2",1,TRUE,3.468
