"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.894238443798024,0.0747365043042424,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"2","X=~x2",0.844042186069158,0.0658828831713073,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"3","X=~x3",0.836840318986137,0.0656305750319559,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"4","Z=~z1",0.749335513560152,0.0802960746854878,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"5","Z=~z2",0.820697831612624,0.0837762730667711,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"6","Z=~z3",0.725872355742069,0.0951164386428564,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"7","Y=~y1",0.835402378163744,0.0731101981676188,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"8","Y=~y2",0.845042653731054,0.0638814239916837,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"9","Y=~y3",0.737276454948356,0.0768141294025811,0.8,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"10","Y~X",0.407715270582781,0.0986565299394771,0.4,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"11","Y~Z",0.522666821511727,0.0888205142232635,0.5,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"12","Y~X:Z",0.338400757063071,0.145668281014815,0.3,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"13","X~~Z",0.208768996012483,0.106765250455385,0.2,"MC-OrdPLSc",1,5603892,200,"Symmetric","2",TRUE,14.6700000000001
"14","X=~x1",0.741016544932171,0.100554431777919,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"15","X=~x2",0.747533983287985,0.0937385323486924,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"16","X=~x3",0.689708764207072,0.106961003791795,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"17","Z=~z1",0.668018622865094,0.0988508085007379,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"18","Z=~z2",0.686378945451596,0.0996018683697649,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"19","Z=~z3",0.530261112217879,0.113018506078631,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"20","Y=~y1",0.7265132277433,0.0774610076717805,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"21","Y=~y2",0.704115680569643,0.0753453984281797,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"22","Y=~y3",0.539566360546054,0.0866616980039205,0.8,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"23","Y~X",0.397319011751538,0.0920922982187768,0.4,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"24","Y~Z",0.510376939829036,0.0963092210768902,0.5,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"25","Y~X:Z",0.261830565332339,0.123141075500101,0.3,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"26","X~~Z",0.191195944546561,0.0936009933981959,0.2,"PLSc",1,5603892,200,"Symmetric","2",TRUE,3.17000000000007
"27","X=~x1",0.846189562212735,0.0334766670541052,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"28","X=~x2",0.82034401810736,0.0366011665308089,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"29","X=~x3",0.816109798123138,0.0418985208794781,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"30","Z=~z1",0.765351428774864,0.0557106747304496,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"31","Z=~z2",0.805843906850521,0.0440146308425697,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"32","Z=~z3",0.748206512825393,0.0629504362983715,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"33","Y=~y1",0.804176889519961,0.0364463810886953,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"34","Y=~y2",0.815362873799678,0.0355830918197225,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"35","Y=~y3",0.744683738991242,0.0526649206956818,0.8,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"36","Y~X",0.31288935236822,0.0608046927752471,0.4,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"37","Y~Z",0.359214226202095,0.0581798926132275,0.5,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"38","Y~X:Z",0.150492357189266,0.0656960589499482,0.3,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"39","X~~Z",0.137739747495975,0.06817512076472,0.2,"PLS",1,5603892,200,"Symmetric","2",TRUE,1.95999999999913
"40","X=~x1",0.893,0.051,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"41","X=~x2",0.81,0.061,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"42","X=~x3",0.842,0.059,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"43","Z=~z1",0.634,0.086,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"44","Z=~z2",0.843,0.074,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"45","Z=~z3",0.748,0.078,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"46","Y=~y1",0.791,0.074,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"47","Y=~y2",0.871,0.062,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"48","Y=~y3",0.761,0.076,0.8,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"49","Y~X",0.403,0.091,0.4,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"50","Y~Z",0.496,0.088,0.5,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"51","Y~X:Z",0.466,0.112,0.3,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"52","X~~Z",0.216,0.103,0.2,"Mplus",1,5603892,200,"Symmetric","2",TRUE,42.6100000000006
"53","X=~x1",0.300206819874594,0.117864272793334,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"54","X=~x2",0.632404948895131,0.11951233339267,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"55","X=~x3",0.643194249704884,0.149901171321311,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"56","Z=~z1",0.662452999918471,0.622979626343932,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"57","Z=~z2",0.42829208763951,0.342045652785666,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"58","Z=~z3",0.147890343097642,0.30106482384679,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"59","Y=~y1",0.692441179414553,0.118641301882416,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"60","Y=~y2",0.817253710856741,0.138994828738796,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"61","Y=~y3",0.544429534655231,0.158523266726262,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"62","Y~X",0.598879116388912,0.303381175824379,0.4,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"63","Y~Z",0.24744735729837,0.365189337208482,0.5,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"64","Y~X:Z",0.434539020132491,0.253849258603267,0.3,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"65","X~~Z",0.486919827426006,0.410636538117038,0.2,"MC-OrdPLSc",2,7710391,200,"Symmetric","2",TRUE,19.630000000001
"66","X=~x1",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"67","X=~x2",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"68","X=~x3",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"69","Z=~z1",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"70","Z=~z2",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"71","Z=~z3",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"72","Y=~y1",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"73","Y=~y2",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"74","Y=~y3",NA,NA,0.5,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
"75","Y~X",NA,NA,0.4,"PLSc",2,7710391,200,"Symmetric","2",FALSE,3.85000000000036
