"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.330264262467476,0.102325580761663,0.4,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"2","X=~x2",0.701070009239415,0.0950513668221106,0.8,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"3","X=~x3",0.900592106278191,0.102047858976006,0.8,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"4","Z=~z1",0.683463330389319,0.0873291147962264,0.6,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"5","Z=~z2",0.623636202821161,0.0904916844836562,0.6,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"6","Z=~z3",0.85717661049382,0.0908210135252142,0.8,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"7","Y=~y1",0.486456931421597,0.0819742227047708,0.4,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"8","Y=~y2",0.652239507555997,0.0878157940332636,0.7,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"9","Y=~y3",0.8343315013381,0.0726755861891041,0.9,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"10","Y~X",0.541712932130354,0.0939004716848302,0.4,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"11","Y~Z",0.540422929460547,0.0912372312006524,0.5,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"12","Y~X:Z",0.276301590080235,0.134874301968921,0.3,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"13","X~~Z",0.0998554805882814,0.0929053948296378,0.2,"MC-OrdPLSc",5801,1358871,300,"Symmetric","2",1,TRUE,12.003999999999
"14","X=~x1",0.293637434820776,0.125219140728925,0.4,"PLSc",5801,1358871,300,"Symmetric","2",1,TRUE,3.32099999999991
