"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.506004271313083,0.1042919575474,0.4,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"2","X=~x2",0.704467435519898,0.104627311986933,0.8,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"3","X=~x3",0.901776443746687,0.112462033299882,0.8,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"4","Z=~z1",0.698446175051144,0.0862984857817149,0.6,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"5","Z=~z2",0.573897716713942,0.077862230643066,0.6,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"6","Z=~z3",0.753138882589523,0.0760285433787504,0.8,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"7","Y=~y1",0.445732615089769,0.0984052081133224,0.4,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"8","Y=~y2",0.649041646930824,0.0768409774202235,0.7,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"9","Y=~y3",0.874872152683761,0.0745134187351398,0.9,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"10","Y~X",0.305372777395458,0.09727985408669,0.4,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"11","Y~Z",0.601224858907681,0.0973536983252144,0.5,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"12","Y~X:Z",0.279597394485295,0.152560349405718,0.3,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"13","X~~Z",0.286258580922555,0.100124656171972,0.2,"MC-OrdPLSc",5121,9165318,300,"Symmetric","2",1,TRUE,14.5820000000022
"14","X=~x1",0.454719763363505,0.117998801508564,0.4,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"15","X=~x2",0.532316043242868,0.117498169927263,0.8,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"16","X=~x3",0.745671406903474,0.117288973026051,0.8,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"17","Z=~z1",0.578980353548448,0.0812344864744886,0.6,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"18","Z=~z2",0.430696456828569,0.0922055954959505,0.6,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"19","Z=~z3",0.63436910516491,0.0726949634533579,0.8,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"20","Y=~y1",0.380176296592581,0.0782405129318755,0.4,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"21","Y=~y2",0.51456677424961,0.0748568088553142,0.7,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"22","Y=~y3",0.683170634566948,0.0706567150594071,0.9,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"23","Y~X",0.304219484908767,0.106371394044168,0.4,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"24","Y~Z",0.621795165953136,0.12571615522928,0.5,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"25","Y~X:Z",0.266272399204459,0.154283303563739,0.3,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"26","X~~Z",0.273580624649069,0.0958361785267606,0.2,"PLSc",5121,9165318,300,"Symmetric","2",1,TRUE,2.44099999999889
"27","X=~x1",0.584458146235843,0.0995493495943844,0.4,"PLS",5121,9165318,300,"Symmetric","2",1,TRUE,1.33800000000338
"28","X=~x2",0.759721567515387,0.0656098886459647,0.8,"PLS",5121,9165318,300,"Symmetric","2",1,TRUE,1.33800000000338
"29","X=~x3",0.854097856263489,0.0446560892296898,0.8,"PLS",5121,9165318,300,"Symmetric","2",1,TRUE,1.33800000000338
