"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"85","Y=~y1",0.616233305718491,0.136675776806767,0.5,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"86","Y=~y2",0.548316639899408,0.157048226150506,0.5,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"87","Y=~y3",0.827005532019019,0.0644325616151429,0.5,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"88","Y~X",0.26203295911907,0.0691376216522067,0.4,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"89","Y~Z",0.2729108210094,0.0684939969999626,0.5,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"90","Y~X:Z",0.0123125176928501,0.0685731800481146,0.3,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"91","X~~Z",0.173746391614862,0.0673671640610827,0.2,"PLS",962,9975991,200,"Symmetric","2",TRUE,3.32999999999447
"92","X=~x1",0.371,0.127,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"93","X=~x2",0.46,0.139,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"94","X=~x3",0.09,0.125,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"95","Z=~z1",0.569,0.128,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"96","Z=~z2",0.398,0.118,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"97","Z=~z3",0.495,0.122,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"98","Y=~y1",0.498,0.119,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"99","Y=~y2",0.375,0.12,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"100","Y=~y3",0.76,0.129,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"101","Y~X",0.645,0.285,0.4,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"102","Y~Z",0.369,0.296,0.5,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"103","Y~X:Z",0.336,0.183,0.3,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"104","X~~Z",0.555,0.235,0.2,"Mplus",962,9975991,200,"Symmetric","2",TRUE,46.1100000000006
"105","X=~x1",0.785432046980471,0.0647976006928705,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"106","X=~x2",0.871379662551036,0.0583896029091059,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"107","X=~x3",0.747340348199928,0.0701868604366201,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"108","Z=~z1",0.791889312177025,0.0403279686505282,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"109","Z=~z2",0.828681342536176,0.0452844801600086,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"110","Z=~z3",0.781659667225369,0.047758588354855,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"111","Y=~y1",0.840082459980852,0.0417280985780143,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"112","Y=~y2",0.785977791344453,0.0441574669819932,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"113","Y=~y3",0.822619536183777,0.0396309864524581,0.8,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"114","Y~X",0.29288330884814,0.0638457363110901,0.4,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"115","Y~Z",0.617769094234272,0.0511186080738153,0.5,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"116","Y~X:Z",0.306750592589609,0.0996419404615493,0.3,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"117","X~~Z",0.15689741929317,0.0722754259764409,0.2,"MC-OrdPLSc",963,2065850,500,"Symmetric","2",TRUE,15.9400000000023
"118","X=~x1",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"119","X=~x2",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"120","X=~x3",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"121","Z=~z1",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"122","Z=~z2",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"123","Z=~z3",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"124","Y=~y1",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"125","Y=~y2",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"126","Y=~y3",NA,NA,0.8,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"127","Y~X",NA,NA,0.4,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"128","Y~Z",NA,NA,0.5,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"129","Y~X:Z",NA,NA,0.3,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"130","X~~Z",NA,NA,0.2,"PLSc",963,2065850,500,"Symmetric","2",FALSE,4.29999999999563
"131","X=~x1",0.786410102465432,0.0386511028779415,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"132","X=~x2",0.830904713773153,0.0299118757665266,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"133","X=~x3",0.760997707627026,0.0398227749561772,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"134","Z=~z1",0.787353418486281,0.0269254295018337,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"135","Z=~z2",0.809229592723203,0.0241967689212466,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"136","Z=~z3",0.781370763392497,0.0278355191120031,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"137","Y=~y1",0.804937434901734,0.0246795240066205,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"138","Y=~y2",0.776904799505811,0.0255362616583429,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"139","Y=~y3",0.796586082646336,0.0236863314907987,0.8,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"140","Y~X",0.216034488448829,0.0374917953879954,0.4,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"141","Y~Z",0.424966100162366,0.0392966956690613,0.5,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"142","Y~X:Z",0.124487059273217,0.037949892111933,0.3,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"143","X~~Z",0.102514688435181,0.0455003205034809,0.2,"PLS",963,2065850,500,"Symmetric","2",TRUE,2.0199999999968
"144","X=~x1",0.747,0.049,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"145","X=~x2",0.828,0.047,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"146","X=~x3",0.795,0.047,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"147","Z=~z1",0.761,0.046,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"148","Z=~z2",0.826,0.043,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"149","Z=~z3",0.768,0.046,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"150","Y=~y1",0.853,0.04,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"151","Y=~y2",0.769,0.046,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"152","Y=~y3",0.8,0.044,0.8,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"153","Y~X",0.3,0.059,0.4,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"154","Y~Z",0.61,0.05,0.5,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"155","Y~X:Z",0.348,0.075,0.3,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"156","X~~Z",0.161,0.068,0.2,"Mplus",963,2065850,500,"Symmetric","2",TRUE,59.2300000000032
"157","X=~x1",0.448253811349504,0.105705204096617,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"158","X=~x2",0.579691583005903,0.10911058946375,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"159","X=~x3",0.484103073103075,0.117773468359997,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"160","Z=~z1",0.493741189988224,0.142954904880312,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"161","Z=~z2",0.304476993780282,0.154745040982137,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"162","Z=~z3",0.51211062102631,0.127023408562941,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"163","Y=~y1",0.538070869920248,0.0888429599183774,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"164","Y=~y2",0.454658121448023,0.094622174793061,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"165","Y=~y3",0.637207703015766,0.0999263667041852,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"166","Y~X",0.523460572985204,0.117303362204382,0.4,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"167","Y~Z",0.563159030896979,0.126952210053788,0.5,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"168","Y~X:Z",0.458008800488004,0.219651978165047,0.3,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"169","X~~Z",0.123586284881309,0.112085606906937,0.2,"MC-OrdPLSc",964,1215453,500,"Symmetric","2",TRUE,23.1200000000026
"170","X=~x1",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"171","X=~x2",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"172","X=~x3",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"173","Z=~z1",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"174","Z=~z2",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"175","Z=~z3",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"176","Y=~y1",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"177","Y=~y2",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"178","Y=~y3",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"179","Y~X",NA,NA,0.4,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"180","Y~Z",NA,NA,0.5,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"181","Y~X:Z",NA,NA,0.3,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"182","X~~Z",NA,NA,0.2,"PLSc",964,1215453,500,"Symmetric","2",FALSE,4.80000000000291
"183","X=~x1",0.602763860526722,0.108424639493295,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"184","X=~x2",0.735171657574706,0.0815618774889614,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"185","X=~x3",0.646210402933797,0.0994037979543486,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"186","Z=~z1",0.704282144287162,0.110317523791728,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"187","Z=~z2",0.46478463730907,0.142744954098393,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"188","Z=~z3",0.723861670575233,0.102181395426351,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"189","Y=~y1",0.665778217651185,0.0719260470923438,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"190","Y=~y2",0.582553022608758,0.0881411102463729,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"191","Y=~y3",0.748487647891874,0.0609651133714998,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"192","Y~X",0.22259744203274,0.0406452498283428,0.4,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"193","Y~Z",0.214618691232883,0.0409983948068952,0.5,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"194","Y~X:Z",0.0837654935971038,0.0401438928319103,0.3,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"195","X~~Z",0.0419233952153855,0.0425609344578109,0.2,"PLS",964,1215453,500,"Symmetric","2",TRUE,2.40000000000146
"196","X=~x1",0.371,0.082,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"197","X=~x2",0.564,0.098,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"198","X=~x3",0.483,0.089,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"199","Z=~z1",0.385,0.092,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"200","Z=~z2",0.328,0.088,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"201","Z=~z3",0.515,0.109,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"202","Y=~y1",0.49,0.083,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"203","Y=~y2",0.415,0.081,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"204","Y=~y3",0.618,0.094,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"205","Y~X",0.518,0.115,0.4,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"206","Y~Z",0.53,0.133,0.5,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"207","Y~X:Z",0.406,0.175,0.3,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"208","X~~Z",0.131,0.127,0.2,"Mplus",964,1215453,500,"Symmetric","2",TRUE,93.0800000000017
"209","X=~x1",0.8617685636328,0.0324952703672104,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"210","X=~x2",0.776182892379851,0.0348625439266962,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"211","X=~x3",0.807558465740599,0.0330266273644773,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"212","Z=~z1",0.815717957376227,0.0414346976370011,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"213","Z=~z2",0.73248645846252,0.0408756362719895,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"214","Z=~z3",0.802145226964111,0.0359159809519146,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"215","Y=~y1",0.831637306088195,0.028790835907643,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"216","Y=~y2",0.755813242588568,0.0330319027413031,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"217","Y=~y3",0.803235664824085,0.0310783149281542,0.8,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"218","Y~X",0.414209298791094,0.0397977531143451,0.4,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"219","Y~Z",0.491864605945445,0.0397444193625532,0.5,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"220","Y~X:Z",0.358114846959639,0.0587044730179962,0.3,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"221","X~~Z",0.216026284080085,0.0464665155808129,0.2,"MC-OrdPLSc",965,5190422,1000,"Symmetric","2",TRUE,19.4699999999939
"222","X=~x1",0.750958777993762,0.0474667627826143,0.8,"PLSc",965,5190422,1000,"Symmetric","2",TRUE,6.47999999999593
"223","X=~x2",0.644868585434819,0.0475466302036914,0.8,"PLSc",965,5190422,1000,"Symmetric","2",TRUE,6.47999999999593
