"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.35621901992633,0.171483590890045,0.4,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"2","X=~x2",0.783530905686526,0.193948222641543,0.8,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"3","X=~x3",0.935360300485094,0.373537810686485,0.8,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"4","Z=~z1",0.403128166289973,0.112097420818686,0.6,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"5","Z=~z2",0.706892552637442,0.105660220549361,0.6,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"6","Z=~z3",0.534054001232609,0.0785480471045874,0.8,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"7","Y=~y1",0.450153321712247,0.103214465200812,0.4,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"8","Y=~y2",0.749252100368856,0.0854191280569158,0.7,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"9","Y=~y3",0.89290815073912,0.0898323353456528,0.9,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"10","Y~X",0.348222830985711,0.108588523835356,0.4,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"11","Y~Z",0.829309270736739,0.0936360992347751,0.5,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"12","Y~X:Z",0.138965071156007,0.381044711360569,0.3,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"13","X~~Z",0.0798393732532901,0.132421974404349,0.2,"MC-OrdPLSc-II",5281,6337453,300,"Symmetric","2",1,TRUE,8.3070000000007
"14","X=~x1",0.466797931446808,0.0662002528760328,0.4,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"15","X=~x2",0.854744782550077,0.0885721098858493,0.8,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"16","X=~x3",0.792310765742866,0.0849092056297106,0.8,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"17","Z=~z1",0.573576161383993,0.0628797217955413,0.6,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"18","Z=~z2",0.601894197825126,0.0350582782677621,0.6,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"19","Z=~z3",0.796898526272512,0.0389015477180535,0.8,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"20","Y=~y1",0.439379077319769,0.0586290008342791,0.4,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"21","Y=~y2",0.701055847941523,0.0387265269857543,0.7,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"22","Y=~y3",0.908292762459637,0.0395889756578336,0.9,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"23","Y~X",0.357967151986711,0.0492352446067005,0.4,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"24","Y~Z",0.518135301180679,0.0394358260043529,0.5,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"25","Y~X:Z",0.277781996232244,0.0559069185398028,0.3,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"26","X~~Z",0.230127540421339,0.0566609788848318,0.2,"MC-OrdPLSc-II",5282,2144317,1000,"Symmetric","2",1,TRUE,7.5010000000002
"27","X=~x1",0.372548701008436,0.154401954779973,0.4,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"28","X=~x2",0.671866937338272,0.14447430798699,0.8,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"29","X=~x3",0.928355825559199,0.318555033798523,0.8,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"30","Z=~z1",0.506164029679622,0.105593041879806,0.6,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"31","Z=~z2",0.76852018552292,0.176795851319927,0.6,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"32","Z=~z3",0.653351851465361,0.0754902327481966,0.8,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"33","Y=~y1",0.509514698842233,0.0752015407532864,0.4,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"34","Y=~y2",0.752842224590037,0.0690756933686544,0.7,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"35","Y=~y3",0.866699185045708,0.0607738120897649,0.9,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"36","Y~X",0.315737686236936,0.101981103892559,0.4,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"37","Y~Z",0.425149321296222,0.0801317159261172,0.5,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"38","Y~X:Z",0.3588352811558,0.11470142698677,0.3,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"39","X~~Z",0.060753712582025,0.0884081479593905,0.2,"MC-OrdPLSc-II",5283,2811661,300,"Symmetric","3",1,TRUE,7.50500000000102
"40","X=~x1",0.390733299115404,0.0562304405514697,0.4,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"41","X=~x2",0.796807836897154,0.0402183870221181,0.8,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"42","X=~x3",0.82394513278225,0.0353338576441241,0.8,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"43","Z=~z1",0.677173976635891,0.0445471229691906,0.6,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"44","Z=~z2",0.601951521689085,0.0383979281490669,0.6,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"45","Z=~z3",0.775465490288461,0.0357386116910688,0.8,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"46","Y=~y1",0.388293747271084,0.047702960750918,0.4,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"47","Y=~y2",0.686039845544116,0.0458512895363606,0.7,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
"48","Y=~y3",0.878457452849817,0.027904324349924,0.9,"MC-OrdPLSc-II",5284,5219815,1000,"Symmetric","3",1,TRUE,7.5109999999986
