"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.518297378959031,0.0966391573205224,0.4,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"2","X=~x2",0.659435520512166,0.0818482218134344,0.8,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"3","X=~x3",0.790274171791025,0.0853133149232156,0.8,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"4","Z=~z1",0.589131902529349,0.0946606135199638,0.6,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"5","Z=~z2",0.764237369538276,0.0847766431873623,0.6,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"6","Z=~z3",0.765727117556639,0.0968014492618703,0.8,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"7","Y=~y1",0.394455554017964,0.112675429986721,0.4,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"8","Y=~y2",0.830660742495324,0.0674243015546365,0.7,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"9","Y=~y3",0.900220935681412,0.0633030761742742,0.9,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"10","Y~X",0.54837500618312,0.08213385404341,0.4,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"11","Y~Z",0.418008148184536,0.0858520990709811,0.5,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"12","Y~X:Z",0.411440200278262,0.1353665148054,0.3,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"13","X~~Z",0.177444509458341,0.114869797025289,0.2,"MC-OrdPLSc",161,4678447,300,"Symmetric","2",1,TRUE,8.723
"14","X=~x1",0.441560812914237,0.0881904023494251,0.4,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"15","X=~x2",0.532552537742449,0.091133583691325,0.8,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"16","X=~x3",0.62447463626144,0.0779337769976402,0.8,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"17","Z=~z1",0.49126014858746,0.108065995782577,0.6,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"18","Z=~z2",0.635627037362987,0.100345973131316,0.6,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"19","Z=~z3",0.605074913419743,0.0930472895241463,0.8,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"20","Y=~y1",0.32913111515578,0.0872710462396699,0.4,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"21","Y=~y2",0.662374891126099,0.0687364913782495,0.7,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"22","Y=~y3",0.729356219621425,0.0679107265925958,0.9,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"23","Y~X",0.54707656486191,0.103522790029108,0.4,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"24","Y~Z",0.40980557566669,0.102955830638886,0.5,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"25","Y~X:Z",0.29546154703411,0.122991149876224,0.3,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"26","X~~Z",0.170020792388504,0.101929281103303,0.2,"PLSc",161,4678447,300,"Symmetric","2",1,TRUE,2.291
"27","X=~x1",0.604858963562077,0.0782804844244419,0.4,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"28","X=~x2",0.729953049559733,0.06151336419254,0.8,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"29","X=~x3",0.812067892516163,0.0388957851960307,0.8,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"30","Z=~z1",0.653150991430061,0.0786630025638454,0.6,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"31","Z=~z2",0.784928391014618,0.053085753512384,0.6,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"32","Z=~z3",0.786658616985057,0.0474656396415701,0.8,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"33","Y=~y1",0.455445218408822,0.0919981293553616,0.4,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"34","Y=~y2",0.825594680269061,0.0353355235850164,0.7,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"35","Y=~y3",0.861626329198893,0.0266927984393233,0.9,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"36","Y~X",0.348127991407564,0.0497082967721486,0.4,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"37","Y~Z",0.288224177047357,0.0514445487903678,0.5,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"38","Y~X:Z",0.143264639724504,0.0473123112777123,0.3,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"39","X~~Z",0.0991217705986088,0.0597802615255087,0.2,"PLS",161,4678447,300,"Symmetric","2",1,TRUE,1.221
"40","X=~x1",0.447,0.08,0.4,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"41","X=~x2",0.638,0.08,0.8,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"42","X=~x3",0.817,0.084,0.8,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"43","Z=~z1",0.538,0.079,0.6,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"44","Z=~z2",0.733,0.078,0.6,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"45","Z=~z3",0.781,0.078,0.8,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"46","Y=~y1",0.358,0.079,0.4,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"47","Y=~y2",0.818,0.062,0.7,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"48","Y=~y3",0.88,0.058,0.9,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"49","Y~X",0.544,0.082,0.4,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"50","Y~Z",0.448,0.083,0.5,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"51","Y~X:Z",0.373,0.114,0.3,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"52","X~~Z",0.123,0.1,0.2,"Mplus",161,4678447,300,"Symmetric","2",1,TRUE,80.972
"53","X=~x1",0.29640488979183,0.063019064485204,0.4,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"54","X=~x2",0.862255783606973,0.0503388550951376,0.8,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"55","X=~x3",0.767445422482076,0.0468259163622974,0.8,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"56","Z=~z1",0.594001907433739,0.0578532902760301,0.6,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"57","Z=~z2",0.5817119800792,0.0503576409945036,0.6,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"58","Z=~z3",0.874389043019688,0.0574680554645686,0.8,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"59","Y=~y1",0.393243825702175,0.0441885796304309,0.4,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"60","Y=~y2",0.652618910963537,0.0445347068578727,0.7,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"61","Y=~y3",0.919626063985439,0.0405984112974339,0.9,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"62","Y~X",0.404369091582208,0.0474215375949051,0.4,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"63","Y~Z",0.448849189470152,0.0461125961128555,0.5,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"64","Y~X:Z",0.227600361722446,0.0645740717450031,0.3,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
"65","X~~Z",0.162063987183806,0.0620647480145885,0.2,"MC-OrdPLSc",162,206246,1000,"Symmetric","2",1,TRUE,9.08499999999999
