"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.476937260627056,0.232216778232791,0.4,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"2","X=~x2",0.792384461097668,0.180464486477137,0.8,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"3","X=~x3",0.939481136811554,0.263246681011572,0.8,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"4","Z=~z1",0.5874211268112,0.107542087433759,0.6,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"5","Z=~z2",0.663554149288661,0.123921881189941,0.6,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"6","Z=~z3",0.787006146186862,0.0976286254948777,0.8,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"7","Y=~y1",0.435835165675444,0.116269725688493,0.4,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"8","Y=~y2",0.775940306953319,0.0902347269043264,0.7,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"9","Y=~y3",0.941667380093454,0.109826764621129,0.9,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"10","Y~X",-0.0068490943620944,0.318142134512634,0.4,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"11","Y~Z",0.685011828760536,0.134132771073848,0.5,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"12","Y~X:Z",0.374729321293821,0.470263398181012,0.3,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"13","X~~Z",0.222192560179495,0.12059624008838,0.2,"MC-OrdPLSc",9137,4674843,300,"Extreme","2",1,TRUE,9.94800000000009
"14","X=~x1",0.595244451175437,0.432528683158967,0.4,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"15","X=~x2",0.833755038820483,0.770785115696751,0.8,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"16","X=~x3",0.665890021053159,0.458906997464375,0.8,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"17","Z=~z1",0.602368300002815,0.134806110012827,0.6,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"18","Z=~z2",0.709522659171834,0.130626425007295,0.6,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"19","Z=~z3",0.99289419307563,0.089123272782011,0.8,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"20","Y=~y1",0.305569529986124,0.178290746781639,0.4,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"21","Y=~y2",0.753130754976112,0.157128569020106,0.7,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"22","Y=~y3",0.768671007452276,0.164907105705946,0.9,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"23","Y~X",0.237364883658598,0.199935405986242,0.4,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"24","Y~Z",0.678601737582758,0.149342869837284,0.5,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"25","Y~X:Z",0.304160976614426,0.190835385691341,0.3,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
"26","X~~Z",0.357466148642405,0.163160770731652,0.2,"MC-OrdPLSc",9153,447275,300,"Alt.Ext","2",1,TRUE,9.37700000000007
