"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.855770613738869,0.0610176768752517,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"2","X=~x2",0.871579504565082,0.0621456228810514,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"3","X=~x3",0.796620003666307,0.0667563595115072,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"4","Z=~z1",0.820749656910207,0.0873941989315573,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"5","Z=~z2",0.800363396670987,0.0825047662959207,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"6","Z=~z3",0.653742058020515,0.109153242663488,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"7","Y=~y1",0.666465637867261,0.0809734849574298,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"8","Y=~y2",0.802133934593951,0.0650669853941843,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"9","Y=~y3",0.853398886181576,0.0600024338493553,0.8,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"10","Y~X",0.541250104946705,0.0902328849217412,0.4,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"11","Y~Z",0.480714481997573,0.0866302211143358,0.5,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"12","Y~X:Z",0.323238889342566,0.129247648595428,0.3,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
"13","X~~Z",0.208636363291865,0.110793704231682,0.2,"MC-OrdPLSc",721,5819901,200,"Symmetric","2",TRUE,11.140000000014
