"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"2","X=~x2",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"3","X=~x3",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"4","Z=~z1",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"5","Z=~z2",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"6","Z=~z3",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"7","Y=~y1",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"8","Y=~y2",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"9","Y=~y3",NA,NA,0.8,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"10","Y~X",NA,NA,0.4,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"11","Y~Z",NA,NA,0.5,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"12","Y~X:Z",NA,NA,0.3,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"13","X~~Z",NA,NA,0.2,"MC-OrdPLSc",1321,294154,200,"Symmetric","2",FALSE,16.9300000000003
"14","X=~x1",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"15","X=~x2",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"16","X=~x3",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"17","Z=~z1",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"18","Z=~z2",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"19","Z=~z3",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"20","Y=~y1",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"21","Y=~y2",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"22","Y=~y3",NA,NA,0.8,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"23","Y~X",NA,NA,0.4,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"24","Y~Z",NA,NA,0.5,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"25","Y~X:Z",NA,NA,0.3,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"26","X~~Z",NA,NA,0.2,"PLSc",1321,294154,200,"Symmetric","2",FALSE,3.51000000000204
"27","X=~x1",0.846433314540533,0.0475720187820872,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"28","X=~x2",0.729042940040343,0.077004056726924,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"29","X=~x3",0.840912226305277,0.0508172852070082,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"30","Z=~z1",0.777517560114757,0.079903181423909,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"31","Z=~z2",0.734586412844947,0.0798138194483882,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"32","Z=~z3",0.782311955053932,0.0605814657645081,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"33","Y=~y1",0.836507328721433,0.0426758539018678,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"34","Y=~y2",0.788382661272926,0.0471105124614821,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"35","Y=~y3",0.789952034629231,0.0506412458658372,0.8,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
"36","Y~X",0.254404243596824,0.0631011473376101,0.4,"PLS",1321,294154,200,"Symmetric","2",TRUE,2.18000000000029
