"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.823409326953582,0.0857142066836266,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"2","X=~x2",0.76448727953351,0.0889436354138832,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"3","X=~x3",0.762539867666234,0.0885724677292598,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"4","Z=~z1",0.892632600977178,0.0633306103067806,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"5","Z=~z2",0.840914065604506,0.0587208005571254,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"6","Z=~z3",0.816828000716386,0.063262598478915,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"7","Y=~y1",0.756779609316779,0.0742140590925039,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"8","Y=~y2",0.813344439595877,0.0644995116010965,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"9","Y=~y3",0.79961103562335,0.064769960126413,0.8,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"10","Y~X",0.507611847323886,0.0857865405813953,0.4,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"11","Y~Z",0.484959344974815,0.0804967096225523,0.5,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"12","Y~X:Z",0.259614884309975,0.121123895074963,0.3,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"13","X~~Z",0.255527753419604,0.107027028405297,0.2,"MC-OrdPLSc",841,4346822,200,"Symmetric","2",TRUE,14.0099999999984
"14","X=~x1",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"15","X=~x2",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"16","X=~x3",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"17","Z=~z1",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"18","Z=~z2",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"19","Z=~z3",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"20","Y=~y1",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"21","Y=~y2",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"22","Y=~y3",NA,NA,0.8,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"23","Y~X",NA,NA,0.4,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"24","Y~Z",NA,NA,0.5,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"25","Y~X:Z",NA,NA,0.3,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"26","X~~Z",NA,NA,0.2,"PLSc",841,4346822,200,"Symmetric","2",FALSE,3.18999999999869
"27","X=~x1",0.806722680953089,0.0456837668950601,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"28","X=~x2",0.772378031007536,0.0529064625095784,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"29","X=~x3",0.770243955408158,0.048945192039387,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"30","Z=~z1",0.844413303805484,0.0324894514902016,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"31","Z=~z2",0.818264134904006,0.0362843229248111,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"32","Z=~z3",0.801806263931709,0.0432986466161865,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"33","Y=~y1",0.761843216926158,0.0465299232531981,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"34","Y=~y2",0.797373062002163,0.0362268791413678,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"35","Y=~y3",0.786464979581545,0.0383651625304939,0.8,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"36","Y~X",0.358050131059743,0.057347969382605,0.4,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"37","Y~Z",0.363492548978595,0.0578724992303454,0.5,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"38","Y~X:Z",0.116830416383345,0.0507175128308474,0.3,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"39","X~~Z",0.1692781009752,0.0662954482829068,0.2,"PLS",841,4346822,200,"Symmetric","2",TRUE,2.11000000000058
"40","X=~x1",0.839,0.071,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"41","X=~x2",0.746,0.078,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"42","X=~x3",0.708,0.08,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"43","Z=~z1",0.912,0.05,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"44","Z=~z2",0.788,0.065,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"45","Z=~z3",0.816,0.061,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"46","Y=~y1",0.762,0.075,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"47","Y=~y2",0.784,0.072,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"48","Y=~y3",0.774,0.073,0.8,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"49","Y~X",0.513,0.09,0.4,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"50","Y~Z",0.467,0.089,0.5,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"51","Y~X:Z",0.25,0.12,0.3,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"52","X~~Z",0.246,0.102,0.2,"Mplus",841,4346822,200,"Symmetric","2",TRUE,39
"53","X=~x1",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"54","X=~x2",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"55","X=~x3",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"56","Z=~z1",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"57","Z=~z2",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"58","Z=~z3",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"59","Y=~y1",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"60","Y=~y2",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"61","Y=~y3",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"62","Y~X",NA,NA,0.4,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"63","Y~Z",NA,NA,0.5,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"64","Y~X:Z",NA,NA,0.3,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"65","X~~Z",NA,NA,0.2,"MC-OrdPLSc",842,6307287,200,"Symmetric","2",FALSE,21.5
"66","X=~x1",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"67","X=~x2",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"68","X=~x3",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"69","Z=~z1",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"70","Z=~z2",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"71","Z=~z3",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"72","Y=~y1",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"73","Y=~y2",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"74","Y=~y3",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"75","Y~X",NA,NA,0.4,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"76","Y~Z",NA,NA,0.5,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"77","Y~X:Z",NA,NA,0.3,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"78","X~~Z",NA,NA,0.2,"PLSc",842,6307287,200,"Symmetric","2",FALSE,5.93999999999869
"79","X=~x1",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"80","X=~x2",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"81","X=~x3",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"82","Z=~z1",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"83","Z=~z2",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"84","Z=~z3",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"85","Y=~y1",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"86","Y=~y2",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"87","Y=~y3",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"88","Y~X",NA,NA,0.4,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"89","Y~Z",NA,NA,0.5,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"90","Y~X:Z",NA,NA,0.3,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"91","X~~Z",NA,NA,0.2,"PLS",842,6307287,200,"Symmetric","2",FALSE,4.72999999999956
"92","X=~x1",0.55,0.116,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"93","X=~x2",0.412,0.111,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"94","X=~x3",0.729,0.128,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"95","Z=~z1",0.42,0.087,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"96","Z=~z2",0.266,0.1,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"97","Z=~z3",0.95,0.075,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"98","Y=~y1",0.947,0.1,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"99","Y=~y2",0.325,0.114,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"100","Y=~y3",0.338,0.111,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"101","Y~X",0.391,0.13,0.4,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"102","Y~Z",0.198,0.123,0.5,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"103","Y~X:Z",0.621,0.158,0.3,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"104","X~~Z",-0.026,0.127,0.2,"Mplus",842,6307287,200,"Symmetric","2",TRUE,70.9500000000007
"105","X=~x1",0.83233339117658,0.0528132600130801,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"106","X=~x2",0.865170897849075,0.0476331380685955,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"107","X=~x3",0.771662881187417,0.0534596958140807,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"108","Z=~z1",0.841893938889799,0.0438480053988507,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"109","Z=~z2",0.776263923864044,0.0552338531342784,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"110","Z=~z3",0.819242953058801,0.0514729027155843,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"111","Y=~y1",0.724381680987307,0.0458963698724182,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"112","Y=~y2",0.810557488950296,0.044788532575382,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"113","Y=~y3",0.790204140160252,0.0398083341643919,0.8,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"114","Y~X",0.466162304057376,0.0568891984704829,0.4,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"115","Y~Z",0.464216457525102,0.0543164098739879,0.5,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"116","Y~X:Z",0.187499927845728,0.082717205503669,0.3,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"117","X~~Z",0.173640968100829,0.0707933512840924,0.2,"MC-OrdPLSc",843,9077811,500,"Symmetric","2",TRUE,16.3000000000029
"118","X=~x1",0.692914340425033,0.0654461985814408,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"119","X=~x2",0.709983561487697,0.059944443265054,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"120","X=~x3",0.662033701846478,0.07190587348781,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"121","Z=~z1",0.715379711852011,0.0617928697878147,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"122","Z=~z2",0.640160817317022,0.0702987609429451,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"123","Z=~z3",0.676687830662678,0.0678991401238034,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"124","Y=~y1",0.568513947455903,0.0559044091141959,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"125","Y=~y2",0.662306202034193,0.0452780232741036,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"126","Y=~y3",0.676117545294018,0.0496606186256272,0.8,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"127","Y~X",0.449691933605006,0.0568523009936777,0.4,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"128","Y~Z",0.442788349095586,0.0610490160195973,0.5,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"129","Y~X:Z",0.138075346956204,0.0638036966219304,0.3,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"130","X~~Z",0.158586339380294,0.0603195146408772,0.2,"PLSc",843,9077811,500,"Symmetric","2",TRUE,4.29999999999927
"131","X=~x1",0.812640498377423,0.0273341750944982,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"132","X=~x2",0.82975344089068,0.0235167267216489,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"133","X=~x3",0.773241589955719,0.0352141152734088,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"134","Z=~z1",0.816334523825152,0.0247715674700753,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"135","Z=~z2",0.777501309030848,0.0310788555143736,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"136","Z=~z3",0.80390280918146,0.027939819874563,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"137","Y=~y1",0.743749356639523,0.0333770515285946,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"138","Y=~y2",0.797199744502927,0.0231238205061573,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"139","Y=~y3",0.787007225848893,0.0267456170686646,0.8,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"140","Y~X",0.325934439445365,0.0383613854137291,0.4,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"141","Y~Z",0.322452582297904,0.0405067072755453,0.5,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"142","Y~X:Z",0.0817413693248371,0.0383452263161531,0.3,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"143","X~~Z",0.11502896103477,0.0440740714966238,0.2,"PLS",843,9077811,500,"Symmetric","2",TRUE,1.95999999999913
"144","X=~x1",0.811,0.043,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"145","X=~x2",0.868,0.041,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"146","X=~x3",0.738,0.047,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"147","Z=~z1",0.817,0.044,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"148","Z=~z2",0.759,0.047,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"149","Z=~z3",0.811,0.045,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"150","Y=~y1",0.714,0.051,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"151","Y=~y2",0.798,0.048,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"152","Y=~y3",0.767,0.049,0.8,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"153","Y~X",0.464,0.058,0.4,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"154","Y~Z",0.464,0.058,0.5,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"155","Y~X:Z",0.192,0.08,0.3,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"156","X~~Z",0.194,0.067,0.2,"Mplus",843,9077811,500,"Symmetric","2",TRUE,72.3900000000031
"157","X=~x1",0.550791777245731,0.14345265455366,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"158","X=~x2",0.338545800594101,0.12628454524649,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"159","X=~x3",0.410865093608627,0.124034336909973,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"160","Z=~z1",0.35144632127098,0.141249588977387,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"161","Z=~z2",0.529277240986345,0.152487854420787,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"162","Z=~z3",0.409413874291913,0.146804077070305,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"163","Y=~y1",0.638107707333917,0.10128225411397,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"164","Y=~y2",0.56950463819177,0.108272628805312,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"165","Y=~y3",0.408865864828462,0.11322771765051,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"166","Y~X",0.473499053352289,0.183626790089634,0.4,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"167","Y~Z",0.426684753544504,0.189282056155298,0.5,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"168","Y~X:Z",0.363994044392005,0.31887410370689,0.3,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"169","X~~Z",0.38032399727888,0.170701571374548,0.2,"MC-OrdPLSc",844,9871786,500,"Symmetric","2",TRUE,23.25
"170","X=~x1",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"171","X=~x2",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"172","X=~x3",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"173","Z=~z1",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"174","Z=~z2",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"175","Z=~z3",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"176","Y=~y1",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"177","Y=~y2",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"178","Y=~y3",NA,NA,0.5,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
"179","Y~X",NA,NA,0.4,"PLSc",844,9871786,500,"Symmetric","2",FALSE,4.88999999999942
