"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.440969407457479,0.149531116969746,0.4,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"2","X=~x2",0.875936165873445,0.177748979796644,0.8,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"3","X=~x3",0.715017945165171,0.105757629080996,0.8,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"4","Z=~z1",0.519908738691981,0.0969503815458561,0.6,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"5","Z=~z2",0.642514238207282,0.08051235932255,0.6,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"6","Z=~z3",0.771272283733651,0.0841261518602787,0.8,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"7","Y=~y1",0.315126337896894,0.0939301029676114,0.4,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"8","Y=~y2",0.730648122686876,0.0873059826540966,0.7,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"9","Y=~y3",0.916791008055284,0.0635476423392869,0.9,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"10","Y~X",0.380100856867257,0.0873671315842658,0.4,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"11","Y~Z",0.537025495957712,0.0882928438148001,0.5,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"12","Y~X:Z",0.372794250972781,0.127917434917041,0.3,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"13","X~~Z",0.150546890857146,0.09281554822795,0.2,"MC-OrdPLSc",4921,618046,300,"Symmetric","2",1,TRUE,11.7479999999996
"14","X=~x1",0.4313037549432,0.136570212782978,0.4,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"15","X=~x2",0.722265696533821,0.140098487719189,0.8,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"16","X=~x3",0.49416703413139,0.126341885057756,0.8,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"17","Z=~z1",0.415951713755058,0.109213243881962,0.6,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"18","Z=~z2",0.501550429292787,0.0901924579871741,0.6,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"19","Z=~z3",0.65143739540154,0.095436774781156,0.8,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"20","Y=~y1",0.220137502652233,0.116587072835857,0.4,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"21","Y=~y2",0.595467508393412,0.0710878445283424,0.7,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"22","Y=~y3",0.754689491650898,0.0771241787656973,0.9,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
"23","Y~X",0.413833984164606,0.12501974159598,0.4,"PLSc",4921,618046,300,"Symmetric","2",1,TRUE,3.56000000000131
