"","par","est","se","true","method","id","seed","n","skew","ncat","model.id","admissible","time"
"1","X=~x1",0.246480389597484,0.110968472351687,0.4,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"2","X=~x2",0.856255986461382,0.115538441178097,0.8,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"3","X=~x3",0.815090610813322,0.111563981589347,0.8,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"4","Z=~z1",0.648403556870246,0.0781789483739972,0.6,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"5","Z=~z2",0.711818642635437,0.0788282869684011,0.6,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"6","Z=~z3",0.80424624375029,0.0994404169005571,0.8,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"7","Y=~y1",0.380255824221564,0.0977744794329806,0.4,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"8","Y=~y2",0.774451093245702,0.0863261994979266,0.7,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"9","Y=~y3",0.953906168732412,0.0891353801801393,0.9,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"10","Y~X",0.347604531932128,0.0931316546722521,0.4,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"11","Y~Z",0.459428742972336,0.0886782785837547,0.5,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"12","Y~X:Z",0.185847517964703,0.150883276769867,0.3,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"13","X~~Z",0.243836027455744,0.102343829914386,0.2,"MC-OrdPLSc",10041,1296221,300,"Symmetric","2",1,TRUE,7.35800000000017
"14","X=~x1",0.127398202655278,0.150640763984059,0.4,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"15","X=~x2",0.724621910356897,0.107239892690776,0.8,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"16","X=~x3",0.688715409221906,0.105658792195343,0.8,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"17","Z=~z1",0.495269517154337,0.0969470247384021,0.6,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"18","Z=~z2",0.6023402167692,0.0889593659219244,0.6,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"19","Z=~z3",0.669064671986682,0.0927492536576948,0.8,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"20","Y=~y1",0.276287483382512,0.110628835806491,0.4,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"21","Y=~y2",0.618097612409206,0.0749390718061396,0.7,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"22","Y=~y3",0.851484214625472,0.0773891388645873,0.9,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"23","Y~X",0.313681106386103,0.0955317087700396,0.4,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"24","Y~Z",0.441168156405084,0.094269259246062,0.5,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"25","Y~X:Z",0.145575560842797,0.11182934168163,0.3,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"26","X~~Z",0.226588938303467,0.0898792382404682,0.2,"PLSc",10041,1296221,300,"Symmetric","2",1,TRUE,2.15300000000025
"27","X=~x1",0.3069669924227,0.144099158812964,0.4,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"28","X=~x2",0.859640013422631,0.0436993890460067,0.8,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"29","X=~x3",0.844238660331157,0.0467924188403505,0.8,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"30","Z=~z1",0.698959192855684,0.0587821522109001,0.6,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"31","Z=~z2",0.747003193875031,0.0517743018586911,0.6,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"32","Z=~z3",0.803151119045364,0.0437435946147109,0.8,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"33","Y=~y1",0.450806141803635,0.0989426066012464,0.4,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"34","Y=~y2",0.817338688315623,0.0377593234034195,0.7,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"35","Y=~y3",0.88196468334724,0.0273377384833881,0.9,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"36","Y~X",0.247671005527795,0.0532365022880577,0.4,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"37","Y~Z",0.306680460336355,0.0509831973845286,0.5,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"38","Y~X:Z",0.0736087470083027,0.0519740511712826,0.3,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"39","X~~Z",0.146527594983956,0.0567504007519103,0.2,"PLS",10041,1296221,300,"Symmetric","2",1,TRUE,1.17799999999988
"40","X=~x1",0.293,0.08,0.4,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"41","X=~x2",0.84,0.097,0.8,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"42","X=~x3",0.774,0.095,0.8,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"43","Z=~z1",0.652,0.076,0.6,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"44","Z=~z2",0.658,0.077,0.6,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"45","Z=~z3",0.773,0.076,0.8,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"46","Y=~y1",0.369,0.082,0.4,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"47","Y=~y2",0.765,0.073,0.7,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"48","Y=~y3",0.923,0.069,0.9,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"49","Y~X",0.342,0.087,0.4,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"50","Y~Z",0.481,0.086,0.5,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"51","Y~X:Z",0.247,0.127,0.3,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"52","X~~Z",0.255,0.094,0.2,"Mplus",10041,1296221,300,"Symmetric","2",1,TRUE,75.8040000000001
"53","X=~x1",0.444100781554185,0.0621030745057931,0.4,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"54","X=~x2",0.936135172091402,0.0579055855302887,0.8,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"55","X=~x3",0.706585488174509,0.052896859237558,0.8,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"56","Z=~z1",0.659772888060176,0.0517217034693007,0.6,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"57","Z=~z2",0.63929007560302,0.0535436813744789,0.6,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"58","Z=~z3",0.771970981980063,0.0469123499725057,0.8,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"59","Y=~y1",0.411825559886491,0.047381637098779,0.4,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"60","Y=~y2",0.654613713939785,0.0404913401926293,0.7,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"61","Y=~y3",0.973459928082831,0.0449168537884368,0.9,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"62","Y~X",0.346329282809405,0.0507759151894252,0.4,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"63","Y~Z",0.479101303377123,0.0483763651551405,0.5,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"64","Y~X:Z",0.196509051520626,0.0749469656361597,0.3,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"65","X~~Z",0.185733633996075,0.0475634641974688,0.2,"MC-OrdPLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,8.26000000000022
"66","X=~x1",0.378225589999563,0.0801997595880163,0.4,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"67","X=~x2",0.787951596381784,0.0695446563301607,0.8,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"68","X=~x3",0.557649764138371,0.0655270383807188,0.8,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"69","Z=~z1",0.528674132963671,0.05097958839314,0.6,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"70","Z=~z2",0.530524239611738,0.0552916106906488,0.6,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"71","Z=~z3",0.628165705754524,0.0504437844367173,0.8,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"72","Y=~y1",0.291544862471323,0.0561905700619825,0.4,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"73","Y=~y2",0.553916277620235,0.0416415691145525,0.7,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"74","Y=~y3",0.814819878627886,0.042335376717727,0.9,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"75","Y~X",0.343423513536146,0.0525714051110299,0.4,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"76","Y~Z",0.466364595627597,0.0491788128661623,0.5,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
"77","Y~X:Z",0.184080871941599,0.0702876925845015,0.3,"PLSc",10042,9023340,1000,"Symmetric","2",1,TRUE,3.86799999999948
