"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.678912447577941,0.130398861731539,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"2","X=~x2",0.900271329454563,0.141218487046156,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"3","X=~x3",0.584837750157219,0.133266085186899,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"4","Z=~z1",0.856156750785548,0.0895727637444574,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"5","Z=~z2",0.949865172299126,0.0820633305141645,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"6","Z=~z3",0.678123182457514,0.0966361084160339,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"7","Y=~y1",0.750838840095497,0.0799949598357198,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"8","Y=~y2",0.780083175388244,0.0867232970791433,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"9","Y=~y3",0.861664043070091,0.069298922447789,0.8,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"10","Y~X",0.403440565351663,0.0997121197052502,0.4,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"11","Y~Z",0.480835590225645,0.0819366361348889,0.5,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"12","Y~X:Z",0.161613362019049,0.159550155193229,0.3,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"13","X~~Z",0.158595064636469,0.114558044120301,0.2,"MC-OrdPLSc",961,2720117,200,"Symmetric","2",TRUE,8.33000000000004
"14","X=~x1",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"15","X=~x2",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"16","X=~x3",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"17","Z=~z1",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"18","Z=~z2",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"19","Z=~z3",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"20","Y=~y1",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"21","Y=~y2",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"22","Y=~y3",NA,NA,0.8,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"23","Y~X",NA,NA,0.4,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"24","Y~Z",NA,NA,0.5,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"25","Y~X:Z",NA,NA,0.3,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"26","X~~Z",NA,NA,0.2,"PLSc",961,2720117,200,"Symmetric","2",FALSE,2.22000000000003
"27","X=~x1",0.733692744454775,0.0866640819592885,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"28","X=~x2",0.84768196886375,0.0543184237444318,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"29","X=~x3",0.655064968688929,0.109479168288245,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"30","Z=~z1",0.838157350769427,0.0409190930452669,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"31","Z=~z2",0.874695457477611,0.030749373279475,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"32","Z=~z3",0.706144230345484,0.0776713216173208,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"33","Y=~y1",0.760475568599377,0.0568061032021591,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"34","Y=~y2",0.779735293886216,0.045393582703509,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"35","Y=~y3",0.825976997320533,0.0365410213935474,0.8,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"36","Y~X",0.273167661035874,0.0570955915055338,0.4,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"37","Y~Z",0.342919391290449,0.0599708060368435,0.5,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"38","Y~X:Z",0.070890243589875,0.0694390067104632,0.3,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"39","X~~Z",0.103516841068213,0.0662291124382891,0.2,"PLS",961,2720117,200,"Symmetric","2",TRUE,1.50999999999999
"40","X=~x1",0.645,0.097,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"41","X=~x2",0.779,0.097,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"42","X=~x3",0.721,0.094,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"43","Z=~z1",0.904,0.056,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"44","Z=~z2",0.819,0.066,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"45","Z=~z3",0.763,0.069,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"46","Y=~y1",0.722,0.079,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"47","Y=~y2",0.765,0.075,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"48","Y=~y3",0.859,0.07,0.8,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"49","Y~X",0.376,0.102,0.4,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"50","Y~Z",0.472,0.091,0.5,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"51","Y~X:Z",0.201,0.139,0.3,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"52","X~~Z",0.142,0.109,0.2,"Mplus",961,2720117,200,"Symmetric","2",TRUE,37.4299999999999
"53","X=~x1",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"54","X=~x2",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"55","X=~x3",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"56","Z=~z1",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"57","Z=~z2",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"58","Z=~z3",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"59","Y=~y1",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"60","Y=~y2",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"61","Y=~y3",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"62","Y~X",NA,NA,0.4,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"63","Y~Z",NA,NA,0.5,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"64","Y~X:Z",NA,NA,0.3,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"65","X~~Z",NA,NA,0.2,"MC-OrdPLSc",962,3034725,200,"Symmetric","2",FALSE,12.36
"66","X=~x1",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"67","X=~x2",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"68","X=~x3",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"69","Z=~z1",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"70","Z=~z2",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"71","Z=~z3",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"72","Y=~y1",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"73","Y=~y2",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"74","Y=~y3",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"75","Y~X",NA,NA,0.4,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"76","Y~Z",NA,NA,0.5,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"77","Y~X:Z",NA,NA,0.3,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"78","X~~Z",NA,NA,0.2,"PLSc",962,3034725,200,"Symmetric","2",FALSE,2.48000000000002
"79","X=~x1",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"80","X=~x2",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"81","X=~x3",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"82","Z=~z1",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"83","Z=~z2",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"84","Z=~z3",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"85","Y=~y1",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"86","Y=~y2",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"87","Y=~y3",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"88","Y~X",NA,NA,0.4,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"89","Y~Z",NA,NA,0.5,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"90","Y~X:Z",NA,NA,0.3,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"91","X~~Z",NA,NA,0.2,"PLS",962,3034725,200,"Symmetric","2",FALSE,3.02999999999997
"92","X=~x1",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"93","X=~x2",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"94","X=~x3",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"95","Z=~z1",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"96","Z=~z2",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"97","Z=~z3",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"98","Y=~y1",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"99","Y=~y2",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"100","Y=~y3",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"101","Y~X",NA,NA,0.4,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"102","Y~Z",NA,NA,0.5,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"103","Y~X:Z",NA,NA,0.3,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"104","X~~Z",NA,NA,0.2,"Mplus",962,3034725,200,"Symmetric","2",FALSE,46.45
"105","X=~x1",0.778964742907156,0.055333754005924,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"106","X=~x2",0.818177801588904,0.0507830625040923,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"107","X=~x3",0.800758313133769,0.0533317239512249,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"108","Z=~z1",0.783143836007929,0.0492446031605611,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"109","Z=~z2",0.765087875374199,0.044626469921967,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"110","Z=~z3",0.816986699617662,0.0514285310441903,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
"111","Y=~y1",0.808627145974327,0.0436303994844301,0.8,"MC-OrdPLSc",963,909062,500,"Symmetric","2",TRUE,11.28
