"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.786613650709068,0.0988590919198913,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"2","X=~x2",0.857760227869108,0.0968523087821386,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"3","X=~x3",0.734640615143759,0.127293412466412,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"4","Z=~z1",0.977177687931654,0.0666376853521785,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"5","Z=~z2",0.695891707431381,0.0894862265445538,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"6","Z=~z3",0.723909277796066,0.0867524187303951,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"7","Y=~y1",0.799258133144026,0.062001742515296,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"8","Y=~y2",0.816865416506081,0.0661981518409804,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"9","Y=~y3",0.877920429486858,0.0549982499014487,0.8,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"10","Y~X",0.375488862418599,0.0809954714880337,0.4,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"11","Y~Z",0.638708324455661,0.0861235992315678,0.5,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"12","Y~X:Z",0.244222180133348,0.139152764635558,0.3,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"13","X~~Z",0.1215870879174,0.0947841488408987,0.2,"MC-OrdPLSc",1081,4353629,200,"Symmetric","2",TRUE,11.6399999999994
"14","X=~x1",NA,NA,0.8,"PLSc",1081,4353629,200,"Symmetric","2",FALSE,2.8700000000008
