"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.674340086696037,0.128802872982222,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"2","X=~x2",0.658874620077244,0.137367037545021,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"3","X=~x3",0.882190990257554,0.132252615181547,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"4","Z=~z1",0.885027073743295,0.0573637324963363,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"5","Z=~z2",0.789419950374006,0.0706802987092262,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"6","Z=~z3",0.821162793481363,0.0897926514853682,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"7","Y=~y1",0.809618887015007,0.0847219695534692,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"8","Y=~y2",0.783070059633323,0.0890277929379532,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"9","Y=~y3",0.651187597527751,0.0830584907492427,0.8,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"10","Y~X",0.352613722403468,0.101489615691948,0.4,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"11","Y~Z",0.46620016744443,0.104972372419509,0.5,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"12","Y~X:Z",0.278980402356758,0.139200482521861,0.3,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"13","X~~Z",0.327841959510048,0.102060633156644,0.2,"MC-OrdPLSc",241,9576075,200,"Symmetric","2",TRUE,13.5499999999993
"14","X=~x1",0.595868971330152,0.133934655074669,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"15","X=~x2",0.424407744952719,0.160016844549662,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"16","X=~x3",0.776833853878836,0.133867066544526,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"17","Z=~z1",0.7780091667353,0.0972192282361524,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"18","Z=~z2",0.676019280383823,0.104370983275556,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"19","Z=~z3",0.63714595059943,0.106803427803304,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"20","Y=~y1",0.66262792237367,0.0930279222614403,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"21","Y=~y2",0.55272958816758,0.0912599088285356,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"22","Y=~y3",0.585539801656094,0.0963074124129112,0.8,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"23","Y~X",0.345929023460901,0.122137852430731,0.4,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"24","Y~Z",0.46038954150896,0.106464053236479,0.5,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"25","Y~X:Z",0.251645969840697,0.129636162857415,0.3,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"26","X~~Z",0.298793395817198,0.0921711312136636,0.2,"PLSc",241,9576075,200,"Symmetric","2",TRUE,3.37999999999738
"27","X=~x1",0.724413001606927,0.0919357087994859,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"28","X=~x2",0.705638715124273,0.102664877688951,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"29","X=~x3",0.839041315082827,0.0551299880173013,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"30","Z=~z1",0.83990808159324,0.036995053704367,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"31","Z=~z2",0.786527906809537,0.0487467637082071,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"32","Z=~z3",0.80525973530561,0.0468866687622886,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"33","Y=~y1",0.795719029372322,0.0458887677081959,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"34","Y=~y2",0.7807464041907,0.0480972530259868,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"35","Y=~y3",0.695628869528453,0.0663371226690279,0.8,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"36","Y~X",0.241963420917427,0.064676953615872,0.4,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"37","Y~Z",0.329582929930904,0.0642386417313628,0.5,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"38","Y~X:Z",0.122696265779419,0.0658672144601203,0.3,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
"39","X~~Z",0.212699619129379,0.0661945845083007,0.2,"PLS",241,9576075,200,"Symmetric","2",TRUE,2.29999999999927
