"","par","est","se","true","method","id","seed","n","skew","ncat","admissible","time"
"1","X=~x1",0.732059102244624,0.0895714634007763,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"2","X=~x2",0.780722122578739,0.0972396023105044,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"3","X=~x3",0.852116996777634,0.0791177539716719,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"4","Z=~z1",0.958472969426331,0.0597700033181643,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"5","Z=~z2",0.832821748345796,0.0671945696634511,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"6","Z=~z3",0.75182205279793,0.0861683971718581,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"7","Y=~y1",0.736320814549374,0.0868345967405004,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"8","Y=~y2",0.840771291848327,0.0729116439550554,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"9","Y=~y3",0.702677580872063,0.0945283189425943,0.8,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"10","Y~X",0.414153556344939,0.0916892495213365,0.4,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"11","Y~Z",0.492018889031975,0.0858071474376629,0.5,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"12","Y~X:Z",0.333160154545619,0.111046772094493,0.3,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"13","X~~Z",0.142981687763065,0.107458639922739,0.2,"MC-OrdPLSc",1201,22971,200,"Symmetric","2",TRUE,11.3300000000017
"14","X=~x1",NA,NA,0.8,"PLSc",1201,22971,200,"Symmetric","2",FALSE,2.29999999999563
"15","X=~x2",NA,NA,0.8,"PLSc",1201,22971,200,"Symmetric","2",FALSE,2.29999999999563
"16","X=~x3",NA,NA,0.8,"PLSc",1201,22971,200,"Symmetric","2",FALSE,2.29999999999563
"17","Z=~z1",NA,NA,0.8,"PLSc",1201,22971,200,"Symmetric","2",FALSE,2.29999999999563
